Strain	Accession	Year	Continent	Region	Country	Source	Genotype	Source
1029975	ERR279158	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1028143	ERR279159	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1032249	ERR279160	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
D50739	ERR279161	2009	Africa	Southern Africa	Malawi	Blood	2.4.1	"Wong et al, 2015 (global framework)"
1012727	ERR279162	2011	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1020059	ERR279163	2011	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1019806	ERR279164	2011	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1018617	ERR279165	2011	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1029451	ERR279166	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1032168	ERR279168	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
A55865	ERR279169	2009	Africa	Southern Africa	Malawi	Blood	2.2.0	"Wong et al, 2015 (global framework)"
1014152	ERR279170	2011	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1021788	ERR279173	2011	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1028963	ERR279174	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1026460	ERR279175	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1031581	ERR279176	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
1030208	ERR279105	2012	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
A32420	ERR279177	2004	Africa	Southern Africa	Malawi	Blood	2.2.0	"Wong et al, 2015 (global framework)"
A33112	ERR279178	2005	Africa	Southern Africa	Malawi	Blood	2.4.1	"Wong et al, 2015 (global framework)"
A40201	ERR279182	2006	Africa	Southern Africa	Malawi	Blood	2.4.1	"Wong et al, 2015 (global framework)"
1008634	ERR279106	2011	Africa	Southern Africa	Malawi	Blood	4.3.1	"Wong et al, 2015 (global framework)"
D28995	ERR279187	2005	Africa	Southern Africa	Malawi	Blood	2.4.1	"Wong et al, 2015 (global framework)"
A39483	ERR279189	2006	Africa	Southern Africa	Malawi	Blood	4.1.1	"Wong et al, 2015 (global framework)"
A40566	ERR279190	2006	Africa	Southern Africa	Malawi	Blood	2.4.1	"Wong et al, 2015 (global framework)"
D41342	ERR279191	2007	Africa	Southern Africa	Malawi	Blood	4.1.1	"Wong et al, 2015 (global framework)"
2008-001909	ERR319402	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2008-006300	ERR319411	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-000156	ERR319412	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-000892	ERR319413	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2008-002960	ERR319414	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-004002	ERR319415	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-006046	ERR319416	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-007146	ERR319417	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2005-010587	ERR319418	2009	Asia	Southeast Asia	Cambodia	Blood	3.2.1	"Wong et al, 2015 (global framework)"
2003-008924	ERR319419	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-011935	ERR319420	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2008-002399	ERR319403	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-012898	ERR319421	2009	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-005196	ERR319422	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-011361	ERR319423	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-005872	ERR319424	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2006-011021	ERR319425	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-006551	ERR319426	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2007-013365	ERR319427	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-006866	ERR319428	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2007-012990	ERR319429	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2008-003956	ERR319404	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2001-100510	ERR319431	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-007898	ERR319432	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-008154	ERR319433	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-007462	ERR319434	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-002605	ERR319435	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-009987	ERR319436	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-010162	ERR319437	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-002948	ERR319438	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-010972	ERR319439	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-011187	ERR319440	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2008-004254	ERR319405	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-011712	ERR319441	2010	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2011-000112	ERR319442	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2011-000483	ERR319443	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2005-009945	ERR319444	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2007-021515	ERR319445	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2006-007642	ERR319446	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2002-216622	ERR319447	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-004004	ERR319448	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2010-004103	ERR319449	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2011-000113	ERR319450	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2002-216507	ERR319406	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2011-000309	ERR319451	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-021566	ERR319452	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2011-007445	ERR319453	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2005-011215	ERR319454	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2009-000374	ERR319455	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2011-001522	ERR319456	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2011-007660	ERR319457	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2011-007792	ERR319458	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2011-007930	ERR319459	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2006-008616	ERR319460	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2007-015726	ERR319461	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1325	ERR319462	2011	Asia	Southeast Asia	Cambodia	Blood	3.2.1	"Wong et al, 2015 (global framework)"
BC2011-1311	ERR319463	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1307	ERR319464	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1305	ERR319465	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC20111457	ERR319466	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1461	ERR319467	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1534	ERR319468	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1612	ERR319469	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1683	ERR319470	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2003-016955	ERR319408	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
BC2011-1739	ERR319471	2011	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2011-018938	ERR319472	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-002759	ERR319473	2012	Asia	Southeast Asia	Cambodia	Stool	4.3.1	"Wong et al, 2015 (global framework)"
01-2010-002043	ERR319474	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2012-001846	ERR319475	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-007197	ERR319476	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2012-002175	ERR319477	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-008606	ERR319478	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-009077	ERR319479	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2012-002473	ERR319480	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2008-006312	ERR319409	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2010-005183	ERR319481	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2012-002529	ERR319482	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2006-014301	ERR319483	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-009618	ERR319484	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2008-017452	ERR319485	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-010059	ERR319486	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-010060	ERR319487	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2012-002669	ERR319488	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2010-006045	ERR319489	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
01-2012-002666	ERR319490	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2005-008425	ERR319410	2008	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-009913	ERR319492	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2005-010317	ERR319494	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
2012-010406	ERR319495	2012	Asia	Southeast Asia	Cambodia	Blood	4.3.1	"Wong et al, 2015 (global framework)"
A276	ERR326606	2008	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A277	ERR326607	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A278	ERR326608	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A281	ERR326610	2008	Asia	Southeast Asia	Indonesia	Blood	3.0.0	"Wong et al, 2015 (global framework)"
A282	ERR326611	2010	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
A283	ERR326612	2010	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A284	ERR326613	2011	Asia	Southeast Asia	Indonesia	Blood	3.0.0	"Wong et al, 2015 (global framework)"
A285	ERR326614	2010	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A286	ERR326615	2010	Asia	Southeast Asia	Indonesia	Blood	2.1.6	"Wong et al, 2015 (global framework)"
A140	ERR326598	2010	Asia	Southeast Asia	Indonesia	Blood	2.1.8	"Wong et al, 2015 (global framework)"
A287	ERR326616	2008	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
A340	ERR326618	2010	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A341	ERR326619	2008	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
A344-1st	ERR326622	2010	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A347	ERR326623	2007	Asia	Southeast Asia	Indonesia	Blood	2.1.8	"Wong et al, 2015 (global framework)"
A348	ERR326624	2012	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A350	ERR326625	2010	Asia	Southeast Asia	Indonesia	Blood	2.1.6	"Wong et al, 2015 (global framework)"
A268	ERR326599	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A352	ERR326626	2010	Asia	Southeast Asia	Indonesia	Blood	3.0.0	"Wong et al, 2015 (global framework)"
A354	ERR326627	2011	Asia	Southeast Asia	Indonesia	Blood	3.0.0	"Wong et al, 2015 (global framework)"
A356	ERR326629	2010	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A357	ERR326630	2009	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
A358	ERR326631	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A359	ERR326632	2010	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
A360	ERR326633	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A363	ERR326634	2009	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
A365	ERR326635	2007	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A270	ERR326600	2010	Asia	Southeast Asia	Indonesia	Blood	Paratyphi A	"Wong et al, 2015 (global framework)"
A366	ERR326636	2009	Asia	Southeast Asia	Indonesia	Blood	2.1.6	"Wong et al, 2015 (global framework)"
A368	ERR326637	2009	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A369	ERR326638	2008	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A370	ERR326639	2010	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
A373	ERR326640	2008	Asia	Southeast Asia	Indonesia	Blood	2.1.8	"Wong et al, 2015 (global framework)"
A374	ERR326641	2008	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A375	ERR326642	2005	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A377	ERR326644	2010	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A378	ERR326645	2008	Asia	Southeast Asia	Indonesia	Blood	2.1.6	"Wong et al, 2015 (global framework)"
A271	ERR326601	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A379	ERR326646	2010	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A380	ERR326647	2006	Asia	Southeast Asia	Indonesia	Blood	3.0.0	"Wong et al, 2015 (global framework)"
A382	ERR326648	2009	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A385	ERR326649	2012	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A389	ERR326650	2006	Asia	Southeast Asia	Indonesia	Blood	2.1.8	"Wong et al, 2015 (global framework)"
A390	ERR326651	2007	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A392	ERR326652	2010	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A394	ERR326653	2007	Asia	Southeast Asia	Indonesia	Blood	2.1.9	"Wong et al, 2015 (global framework)"
A395	ERR326654	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A396	ERR326655	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A272	ERR326602	2010	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
A399	ERR326656	2009	Asia	Southeast Asia	Indonesia	Blood	3.1.2	"Wong et al, 2015 (global framework)"
KM1646	ERR326657	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
KM1647	ERR326658	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
KM1648	ERR326659	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1197	ERR326660	2009	Asia	Southeast Asia	Laos	Blood	2.3.4	"Wong et al, 2015 (global framework)"
LNT12	ERR326661	2007	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT13	ERR326662	2007	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1339	ERR326663	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1360	ERR326664	2010	Asia	Southeast Asia	Laos	Blood	2.4.0	"Wong et al, 2015 (global framework)"
LNT1365	ERR326665	2010	Asia	Southeast Asia	Laos	Blood	2.3.4	"Wong et al, 2015 (global framework)"
A273	ERR326603	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
LNT1367-3	ERR326666	2010	Asia	Southeast Asia	Laos	Blood	2.3.4	"Wong et al, 2015 (global framework)"
LNT1374	ERR326667	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1377	ERR326668	2010	Asia	Southeast Asia	Laos	Blood	2.3.4	"Wong et al, 2015 (global framework)"
LNT1378	ERR326669	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1426	ERR326670	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1497	ERR326671	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1480	ERR326672	2010	Asia	Southeast Asia	Laos	Blood	2.2.3	"Wong et al, 2015 (global framework)"
LNT1516	ERR326673	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT1542	ERR326674	2010	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
A274	ERR326604	2006	Asia	Southeast Asia	Indonesia	Blood	3.0.0	"Wong et al, 2015 (global framework)"
LNT266	ERR326676	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT279	ERR326677	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT330	ERR326678	2008	Asia	Southeast Asia	Laos	Blood	2.4.0	"Wong et al, 2015 (global framework)"
LNT366	ERR326679	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT375	ERR326680	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT565	ERR326681	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT609	ERR326682	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT659	ERR326683	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
LNT662	ERR326684	2008	Asia	Southeast Asia	Laos	Blood	2.3.4	"Wong et al, 2015 (global framework)"
LNT666	ERR326685	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
A275	ERR326605	2009	Asia	Southeast Asia	Indonesia	Blood	4.1.0	"Wong et al, 2015 (global framework)"
LNT670	ERR326686	2008	Asia	Southeast Asia	Laos	Blood	3.4.0	"Wong et al, 2015 (global framework)"
